year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2021,1,2,nj,US,1226382,477694,558863,350654
2021,1,2,nl,CA,3871,2426,3871,2426
2021,1,2,nm,US,202853,90758,85923,58363
2021,1,2,ns,CA,6866,4641,6866,4641
2021,1,2,nt,CA,285,205,285,205
2021,1,2,nu,CA,144,108,144,108
2021,1,2,nv,US,519974,173454,162554,109816
2021,1,2,ny,US,2052326,882054,914470,600826
2021,1,2,oh,US,1942008,721187,863393,541341
2021,1,2,ok,US,868442,304337,367446,230247
2021,1,2,on,CA,154768,107782,154768,107782
2021,1,2,or,US,438654,196992,193261,137130
2021,1,2,pa,US,1583461,671762,740901,483571
2021,1,2,pe,CA,1107,691,1107,691
2021,1,2,pr,US,66888,41512,49739,36728
2021,1,2,qc,CA,77650,54171,77650,54171
2021,1,2,ri,US,109886,47328,51923,33619
2021,1,2,sc,US,1012356,357774,429533,264601
2021,1,2,sd,US,137875,51792,57783,36822
2021,1,2,sk,CA,20646,14874,20646,14874
2021,1,2,tn,US,1413504,482023,554839,342717
2021,1,2,tx,US,5423359,1823477,2125231,1317918
2021,1,2,ut,US,432365,161631,173479,111561
2021,1,2,va,US,1147626,427259,499483,314201
2021,1,2,vi,US,243,169,0,0
2021,1,2,vt,US,53424,24883,25814,17640
2021,1,2,wa,US,736738,331476,341438,244237
2021,1,2,wi,US,806333,326845,366595,237880
2021,1,2,wv,US,264410,105104,118195,76746
2021,1,2,wy,US,67343,27808,28232,18865
2021,1,2,yt,CA,183,134,183,134
2021,1,3,ALL,"",43696230,17869017,21470159,13967515
2021,1,3,ALL_CA,CA,440356,319757,440356,319757
2021,1,3,ALL_US,US,43255874,17549370,21029803,13647758
2021,1,3,ab,CA,72006,55121,72006,55121
2021,1,3,ak,US,48135,23861,24055,17488
2021,1,3,al,US,1145721,420664,562315,339287
2021,1,3,ar,US,598165,234720,307966,187791
2021,1,3,as,US,8,8,8,8
2021,1,3,az,US,879650,341670,383358,253111
2021,1,3,bc,CA,53981,39270,53981,39270
2021,1,3,ca,US,3475067,1485099,1616800,1130520
2021,1,3,co,US,698609,290776,295102,197067
2021,1,3,ct,US,345728,163362,185628,123779
2021,1,3,dc,US,39875,29459,0,0
2021,1,3,de,US,108301,51295,57109,38855
2021,1,3,fl,US,3583547,1290321,1521937,949994
2021,1,3,ga,US,2000416,733080,896310,549279
2021,1,3,gu,US,6157,3374,4817,3204
2021,1,3,hi,US,175107,61437,65526,44050
2021,1,3,ia,US,531425,230812,278823,178857
2021,1,3,id,US,182417,83196,95545,64504
2021,1,3,il,US,1654736,737807,823717,545245
2021,1,3,in,US,992008,416027,508264,326458
2021,1,3,ks,US,474242,200095,247629,157946
2021,1,3,ky,US,674105,276099,343142,216134
2021,1,3,la,US,816443,313359,404927,246927
2021,1,3,ma,US,594783,289643,311402,208336
2021,1,3,mb,CA,28394,21811,28394,21811
2021,1,3,md,US,601948,286519,305395,208769
2021,1,3,me,US,122713,55196,68985,45221
2021,1,3,mi,US,1150375,536547,637967,423501
2021,1,3,mn,US,646258,302753,339359,224771
2021,1,3,mo,US,1065065,427319,526580,334374
2021,1,3,mp,US,23,18,22,17
2021,1,3,ms,US,610058,231103,308737,186077
2021,1,3,mt,US,99547,46019,50146,34514
2021,1,3,nb,CA,5855,3913,5855,3913
2021,1,3,nc,US,1541385,613500,768028,482792
2021,1,3,nd,US,101168,45405,52477,34014
2021,1,3,ne,US,334803,137610,164560,102207
2021,1,3,nh,US,155212,70306,79140,51910
2021,1,3,nj,US,989914,464932,531323,359242
2021,1,3,nl,CA,4338,2770,4338,2770
2021,1,3,nm,US,179225,85627,86702,59337
2021,1,3,ns,CA,7405,5056,7405,5056
2021,1,3,nt,CA,316,235,316,235
2021,1,3,nu,CA,159,127,159,127
2021,1,3,nv,US,437830,163017,161966,110591
2021,1,3,ny,US,1779610,870604,907572,620235
2021,1,3,oh,US,1665655,707491,856413,553369
2021,1,3,ok,US,785349,298483,384288,237511
2021,1,3,on,CA,161398,116844,161398,116844
2021,1,3,or,US,407818,187134,196574,137748
2021,1,3,pa,US,1307077,657556,718342,495958
2021,1,3,pe,CA,1172,795,1172,795
2021,1,3,pr,US,61952,43024,52338,39634
2021,1,3,qc,CA,85056,59075,85056,59075
2021,1,3,ri,US,99015,47011,51926,34348
2021,1,3,sc,US,908843,346786,448936,273349
2021,1,3,sd,US,119095,50825,61977,39180
2021,1,3,sk,CA,20067,14589,20067,14589
2021,1,3,tn,US,1200960,463478,567317,354400
2021,1,3,tx,US,4846294,1796073,2211267,1376703
2021,1,3,ut,US,317188,153401,166431,114371
2021,1,3,va,US,978642,420386,492251,323652
2021,1,3,vi,US,172,124,0,0
2021,1,3,vt,US,49370,23623,25962,17577
2021,1,3,wa,US,666445,317894,344023,245876
2021,1,3,wi,US,716552,322978,379496,248988
2021,1,3,wv,US,225569,100758,119465,78828
2021,1,3,wy,US,60099,27549,29458,19879
2021,1,3,yt,CA,209,151,209,151
2021,1,4,ALL,"",47019691,16016978,20898563,13099693
2021,1,4,ALL_CA,CA,422611,291280,422611,291280
2021,1,4,ALL_US,US,46597080,15725887,20475952,12808413
2021,1,4,ab,CA,57445,41533,57445,41533
2021,1,4,ak,US,50591,19989,21704,15417
2021,1,4,al,US,1322089,401294,562173,335062
2021,1,4,ar,US,730647,224314,314182,183443
2021,1,4,as,US,8,8,7,7
2021,1,4,az,US,898266,305893,367901,240826
2021,1,4,bc,CA,54020,38020,54020,38020
2021,1,4,ca,US,3427672,1263569,1467093,1020066
2021,1,4,co,US,708423,245173,277839,183661
2021,1,4,ct,US,347888,138556,172082,109794
2021,1,4,dc,US,33827,20108,0,0
2021,1,4,de,US,114490,45848,54272,34853
2021,1,4,fl,US,3818268,1182105,1510545,903316
2021,1,4,ga,US,2135190,664672,899714,536445
2021,1,4,gu,US,6244,3393,4374,3167
2021,1,4,hi,US,178669,53428,60721,41046
2021,1,4,ia,US,619383,204092,277733,164165
2021,1,4,id,US,216853,76947,93695,60969
2021,1,4,il,US,1700120,640563,786554,506605
2021,1,4,in,US,1115234,385464,511924,308445
2021,1,4,ks,US,547330,185587,248045,149122
2021,1,4,ky,US,752260,258273,337063,205585
2021,1,4,la,US,969417,298872,411511,241130
2021,1,4,ma,US,560235,234472,273356,177849
2021,1,4,mb,CA,21656,14558,21656,14558
2021,1,4,md,US,614841,248164,290731,192040
2021,1,4,me,US,128006,48372,64679,39970
2021,1,4,mi,US,1271053,475223,624879,391321
2021,1,4,mn,US,664387,260722,317092,206237
2021,1,4,mo,US,1210308,397905,525405,320574
2021,1,4,mp,US,14,14,14,14
2021,1,4,ms,US,730493,224046,309335,183221
2021,1,4,mt,US,115311,40237,47538,30901
2021,1,4,nb,CA,6262,3917,6262,3917
2021,1,4,nc,US,1691269,565756,763763,462097
2021,1,4,nd,US,121885,40990,52364,31286
2021,1,4,ne,US,367392,121639,162763,97235
2021,1,4,nh,US,149811,60339,74279,47301
2021,1,4,nj,US,1054557,408172,519712,329965
2021,1,4,nl,CA,4989,2873,4989,2873
2021,1,4,nm,US,184193,73560,81904,54915
2021,1,4,ns,CA,7932,5135,7932,5135
2021,1,4,nt,CA,304,197,304,197
2021,1,4,nu,CA,119,79,119,79
2021,1,4,nv,US,404293,136387,147889,100977
2021,1,4,ny,US,1885067,737705,871717,559001
2021,1,4,oh,US,1809688,638878,843455,516141
2021,1,4,ok,US,921075,280654,390823,230377
2021,1,4,on,CA,164200,114563,164200,114563
2021,1,4,or,US,405027,158311,174816,123821
2021,1,4,pa,US,1435153,562025,695797,445077
2021,1,4,pe,CA,1303,799,1303,799
2021,1,4,pr,US,64472,44219,50338,40227
2021,1,4,qc,CA,86209,58069,86209,58069
2021,1,4,ri,US,93003,39653,45191,29363
2021,1,4,sc,US,988700,322060,445170,262324
2021,1,4,sd,US,142920,47055,61310,36633
2021,1,4,sk,CA,17972,11399,17972,11399
2021,1,4,tn,US,1336919,435816,569008,346175
2021,1,4,tx,US,5271546,1649035,2192284,1340239
2021,1,4,ut,US,405708,133368,169219,104361
2021,1,4,va,US,1055988,382852,484196,303966
2021,1,4,vi,US,181,150,0,0
2021,1,4,vt,US,49776,19759,24434,15398
2021,1,4,wa,US,680797,272708,309864,221785
2021,1,4,wi,US,764409,288116,363540,230268
2021,1,4,wv,US,251464,95489,119592,75596
2021,1,4,wy,US,74270,26097,30363,19161
2021,1,4,yt,CA,200,139,200,139
2021,1,5,ALL,"",49988804,17967543,22283882,14166893
2021,1,5,ALL_CA,CA,467385,329440,467385,329440
2021,1,5,ALL_US,US,49521419,17638325,21816497,13837453
2021,1,5,ab,CA,75186,57919,75186,57919
2021,1,5,ak,US,57172,24505,24547,17839
2021,1,5,al,US,1352416,423345,579525,347945
2021,1,5,ar,US,757485,239003,324891,191690
2021,1,5,as,US,13,12,12,11
2021,1,5,az,US,952007,342291,394412,261641
2021,1,5,bc,CA,57760,40713,57760,40713
2021,1,5,ca,US,3749973,1498846,1609466,1142179
2021,1,5,co,US,748342,287826,298290,201568
2021,1,5,ct,US,382558,161889,188912,123014
2021,1,5,dc,US,48115,29695,0,0
2021,1,5,de,US,121520,50548,58027,38234
2021,1,5,fl,US,4005691,1291792,1607145,969495
2021,1,5,ga,US,2314059,722451,962509,565944
2021,1,5,gu,US,4770,3045,3499,2759
2021,1,5,hi,US,190424,63293,65970,45783
2021,1,5,ia,US,662014,226179,291463,174733
2021,1,5,id,US,235404,85667,101486,66004
2021,1,5,il,US,1835546,731053,847693,551867
2021,1,5,in,US,1172518,419492,539895,330432
2021,1,5,ks,US,580175,204033,263493,159965
2021,1,5,ky,US,770142,278429,350637,218447
2021,1,5,la,US,1016598,321157,428906,252760
2021,1,5,ma,US,619225,277889,302536,202751
2021,1,5,mb,CA,29206,21840,29206,21840
2021,1,5,md,US,664603,285241,311495,210081
2021,1,5,me,US,134253,55267,70025,45250
2021,1,5,mi,US,1329881,527531,662090,422958
2021,1,5,mn,US,713201,300050,340895,226299
2021,1,5,mo,US,1296198,430921,558025,339025
2021,1,5,mp,US,6,5,6,5
2021,1,5,ms,US,757562,235881,321587,190079
2021,1,5,mt,US,123973,47090,52080,34873
2021,1,5,nb,CA,6499,4048,6499,4048
2021,1,5,nc,US,1743758,617168,797516,492190
2021,1,5,nd,US,130285,46314,55748,34128
2021,1,5,ne,US,400977,137293,174810,103939
2021,1,5,nh,US,159021,67884,79446,51708
2021,1,5,nj,US,1127608,459656,557638,361188
2021,1,5,nl,CA,5141,2963,5141,2963
2021,1,5,nm,US,197211,85943,88354,60634
2021,1,5,ns,CA,8367,5372,8367,5372
2021,1,5,nt,CA,317,216,317,216
2021,1,5,nu,CA,188,135,188,135
2021,1,5,nv,US,429374,156083,162622,112910
2021,1,5,ny,US,2058806,857494,941525,617288
2021,1,5,oh,US,1895941,705223,888612,555111
2021,1,5,ok,US,967257,301149,408806,241803
2021,1,5,on,CA,172848,121147,172848,121147
2021,1,5,or,US,451453,191349,195167,140392
2021,1,5,pa,US,1541533,641301,750091,489745
2021,1,5,pe,CA,1327,826,1327,826
2021,1,5,pr,US,60906,46144,49451,42245
2021,1,5,qc,CA,88666,59139,88666,59139
2021,1,5,ri,US,101926,46267,50084,33723
2021,1,5,sc,US,1023228,345737,464373,277713
2021,1,5,sd,US,152026,52138,64637,39561
2021,1,5,sk,CA,21654,14962,21654,14962
2021,1,5,tn,US,1386493,468836,593037,364161
2021,1,5,tx,US,5598381,1818522,2323213,1423326
2021,1,5,ut,US,433539,154533,183754,116272
2021,1,5,va,US,1105898,426066,510917,328563
2021,1,5,vi,US,180,141,0,0
2021,1,5,vt,US,53064,22579,26682,17320
2021,1,5,wa,US,750535,323294,344963,250250
2021,1,5,wi,US,820310,320522,389343,249621
2021,1,5,wv,US,258085,102408,124182,79614
2021,1,5,wy,US,77780,28762,32009,20440
2021,1,5,yt,CA,226,160,226,160
2021,1,6,ALL,"",52349014,19260605,23382824,14758027
2021,1,6,ALL_CA,CA,463277,324544,463277,324544
2021,1,6,ALL_US,US,51885737,18936295,22919547,14433483
2021,1,6,ab,CA,76054,58556,76054,58556
2021,1,6,ak,US,61343,26169,26125,18482
2021,1,6,al,US,1382700,437825,600272,356385
2021,1,6,ar,US,760664,250587,338601,198583
2021,1,6,as,US,20,16,14,11
2021,1,6,az,US,1005112,365279,418012,273781
2021,1,6,bc,CA,56782,39052,56782,39052
2021,1,6,ca,US,3906558,1603776,1688486,1191453
2021,1,6,co,US,793648,311391,313603,209912
2021,1,6,ct,US,410275,176175,201003,129736
2021,1,6,dc,US,82345,46714,0,0
2021,1,6,de,US,130563,54767,63293,41116
2021,1,6,fl,US,4181818,1374452,1686909,1014726
2021,1,6,ga,US,2366903,778326,984410,584876
2021,1,6,gu,US,8025,3560,5291,3366
2021,1,6,hi,US,194407,65368,68074,47080
2021,1,6,ia,US,685399,246714,313742,187589
2021,1,6,id,US,243382,89541,105989,68460
2021,1,6,il,US,1959612,796614,892796,576405
2021,1,6,in,US,1230407,446063,565906,344642
2021,1,6,ks,US,599617,215263,274680,166239
2021,1,6,ky,US,797347,292786,365998,226325
2021,1,6,la,US,1043573,339430,445449,261520
2021,1,6,ma,US,675787,309286,324857,216182
2021,1,6,mb,CA,31018,23044,31018,23044
2021,1,6,md,US,723426,310896,335304,221462
2021,1,6,me,US,143786,58680,74832,47624
2021,1,6,mi,US,1424337,574624,701198,444411
2021,1,6,mn,US,765344,325679,358465,235207
2021,1,6,mo,US,1322002,453559,579137,350680
2021,1,6,mp,US,52,40,32,26
2021,1,6,ms,US,772071,243962,335537,195627
2021,1,6,mt,US,132320,49861,55762,36528
2021,1,6,nb,CA,6058,3814,6058,3814
2021,1,6,nc,US,1841870,658662,836720,512035
2021,1,6,nd,US,134125,48961,58430,35497
2021,1,6,ne,US,412374,147517,181767,107665
2021,1,6,nh,US,169955,72385,83920,53897
2021,1,6,nj,US,1196576,493960,588257,377515
2021,1,6,nl,CA,5010,2906,5010,2906
2021,1,6,nm,US,213876,94318,95069,64173
2021,1,6,ns,CA,7966,5132,7966,5132
2021,1,6,nt,CA,310,208,310,208
2021,1,6,nu,CA,188,131,188,131
2021,1,6,nv,US,457485,167098,173342,118438
2021,1,6,ny,US,2247556,961829,1003733,653393
2021,1,6,oh,US,2008247,757460,936414,581083
2021,1,6,ok,US,967952,315194,421173,249287
2021,1,6,on,CA,168300,117418,168300,117418
2021,1,6,or,US,473921,205298,205729,146637
2021,1,6,pa,US,1659789,704207,797487,516081
2021,1,6,pe,CA,1243,797,1243,797
2021,1,6,pr,US,92720,48742,66089,44028
2021,1,6,qc,CA,87800,58057,87800,58057
2021,1,6,ri,US,110642,50197,54123,35984
2021,1,6,sc,US,1061644,362770,483552,288423
2021,1,6,sd,US,156191,55320,68247,41276
2021,1,6,sk,CA,22345,15288,22345,15288
2021,1,6,tn,US,1424845,491679,617057,376110
2021,1,6,tx,US,5768422,1953908,2429360,1476483
2021,1,6,ut,US,454147,165066,191000,120399
2021,1,6,va,US,1168654,458038,539888,344807
2021,1,6,vi,US,441,281,0,0
2021,1,6,vt,US,55686,24484,28344,18439
2021,1,6,wa,US,802225,342876,365699,261018
2021,1,6,wi,US,851876,337417,407340,259190
2021,1,6,wv,US,269428,107934,129464,82101
2021,1,6,wy,US,82247,29874,33566,21111
2021,1,6,yt,CA,203,141,203,141
2021,1,7,ALL,"",52430480,19020283,23090531,14639925
2021,1,7,ALL_CA,CA,463438,324573,463438,324573
2021,1,7,ALL_US,US,51967042,18695945,22627093,14315352
2021,1,7,ab,CA,76545,58781,76545,58781
2021,1,7,ak,US,60765,26122,25568,18360
2021,1,7,al,US,1367849,437545,592378,356661
2021,1,7,ar,US,753547,246938,330918,197178
2021,1,7,as,US,24,18,17,14
2021,1,7,az,US,1005551,362889,410544,271316
2021,1,7,bc,CA,56166,39027,56166,39027
2021,1,7,ca,US,3908682,1593777,1670989,1185082
2021,1,7,co,US,791154,310726,308559,208598
2021,1,7,ct,US,406536,172569,197366,127670
2021,1,7,dc,US,60450,42018,0,0
2021,1,7,de,US,128842,53459,61224,40131
2021,1,7,fl,US,4180789,1357668,1663600,1004617
2021,1,7,ga,US,2329219,770535,970807,581498
2021,1,7,gu,US,8150,3610,5208,3402
2021,1,7,hi,US,193799,64854,67675,46680
2021,1,7,ia,US,693613,244245,307351,185991
2021,1,7,id,US,243194,89351,104552,68114
2021,1,7,il,US,1956440,788728,884744,573214
2021,1,7,in,US,1233239,442066,560389,342128
2021,1,7,ks,US,600148,212992,272108,165241
2021,1,7,ky,US,800201,290482,362799,225756
2021,1,7,la,US,1036082,337111,439348,260308
2021,1,7,ma,US,671928,299003,319657,210985
2021,1,7,mb,CA,31144,23181,31144,23181
2021,1,7,md,US,710840,302488,326748,217552
2021,1,7,me,US,143275,57536,73533,46787
2021,1,7,mi,US,1423962,567102,692236,438604
2021,1,7,mn,US,758770,322963,353583,233936
2021,1,7,mo,US,1322258,451034,571095,348789
2021,1,7,mp,US,56,41,31,26
2021,1,7,ms,US,758865,243113,329152,195383
2021,1,7,mt,US,130676,49681,54694,36488
2021,1,7,nb,CA,6202,3865,6202,3865
2021,1,7,nc,US,1897921,659175,837323,510962
2021,1,7,nd,US,135743,48446,57629,35244
2021,1,7,ne,US,418888,145640,179411,106814
2021,1,7,nh,US,169179,70982,82655,53298
2021,1,7,nj,US,1195634,485548,581319,373299
2021,1,7,nl,CA,4980,2889,4980,2889
2021,1,7,nm,US,211559,93183,93425,63770
2021,1,7,ns,CA,7960,5119,7960,5119
2021,1,7,nt,CA,312,210,312,210
2021,1,7,nu,CA,175,125,175,125
2021,1,7,nv,US,455922,166498,169721,117000
2021,1,7,ny,US,2220812,934751,984376,641929
2021,1,7,oh,US,2018478,748136,925077,575354
2021,1,7,ok,US,979057,312588,415106,247407
2021,1,7,on,CA,168642,117052,168642,117052
2021,1,7,or,US,481554,203873,203929,145308
2021,1,7,pa,US,1657286,691218,785984,508926
2021,1,7,pe,CA,1277,796,1277,796
2021,1,7,pr,US,132209,51893,76124,45400
2021,1,7,qc,CA,87368,57905,87368,57905
2021,1,7,ri,US,109049,48333,53089,35241
2021,1,7,sc,US,1067107,362147,479926,287018
2021,1,7,sd,US,159221,54363,66884,40733
2021,1,7,sk,CA,22466,15484,22466,15484
2021,1,7,tn,US,1433529,491422,612561,376788
2021,1,7,tx,US,5847051,1920014,2388792,1461360
2021,1,7,ut,US,457883,164624,190112,119824
2021,1,7,va,US,1174407,449854,534036,341220
2021,1,7,vi,US,478,297,0,0
2021,1,7,vt,US,56379,23878,27982,18028
2021,1,7,wa,US,797317,340367,360612,259594
2021,1,7,wi,US,859159,334988,402546,257516
2021,1,7,wv,US,270717,107160,128197,81808
2021,1,7,wy,US,81599,29372,33404,21048
2021,1,7,yt,CA,201,139,201,139
2021,1,8,ALL,"",54578078,18725442,22937735,14365785
2021,1,8,ALL_CA,CA,485598,341002,485598,341002
2021,1,8,ALL_US,US,54092480,18384706,22452137,14024783
2021,1,8,ab,CA,79822,60969,79822,60969
2021,1,8,ak,US,62259,25480,25764,18022
2021,1,8,al,US,1475735,435380,591090,348700
2021,1,8,ar,US,808401,245615,330747,193087
2021,1,8,as,US,29,22,19,16
2021,1,8,az,US,1072427,358556,415647,266276
2021,1,8,bc,CA,59321,41266,59321,41266
2021,1,8,ca,US,4051846,1556727,1683758,1162306
2021,1,8,co,US,831095,303902,311703,203891
2021,1,8,ct,US,424060,170637,197375,125815
2021,1,8,dc,US,59705,41664,0,0
2021,1,8,de,US,133347,53028,60422,39160
2021,1,8,fl,US,4415299,1347605,1655510,989675
2021,1,8,ga,US,2439938,763020,954634,570801
2021,1,8,gu,US,8883,3621,5385,3376
2021,1,8,hi,US,203947,64026,69181,46380
2021,1,8,ia,US,738989,244234,304966,181767
2021,1,8,id,US,253795,88660,104769,66351
2021,1,8,il,US,2030293,774618,874352,559262
2021,1,8,in,US,1298447,438224,556448,336028
2021,1,8,ks,US,640686,211541,271113,161870
2021,1,8,ky,US,838288,288140,359076,221117
2021,1,8,la,US,1101460,332801,435887,253393
2021,1,8,ma,US,686242,291538,318069,207330
2021,1,8,mb,CA,32138,23774,32138,23774
2021,1,8,md,US,734749,296064,322754,211927
2021,1,8,me,US,149566,57226,73203,46366
2021,1,8,mi,US,1473371,558749,685019,429917
2021,1,8,mn,US,779024,315953,347584,226656
2021,1,8,mo,US,1413958,448489,570285,341517
2021,1,8,mp,US,60,42,37,28
2021,1,8,ms,US,831895,245294,330254,191892
2021,1,8,mt,US,136708,48538,54564,35317
2021,1,8,nb,CA,6457,4050,6457,4050
2021,1,8,nc,US,1702228,644496,790595,502488
2021,1,8,nd,US,139927,47539,55421,33883
2021,1,8,ne,US,445328,144318,179106,104508
2021,1,8,nh,US,180280,71472,82685,52501
2021,1,8,nj,US,1230369,476347,573607,364714
2021,1,8,nl,CA,4922,2923,4922,2923
2021,1,8,nm,US,221384,92332,94117,62838
2021,1,8,ns,CA,8292,5385,8292,5385
2021,1,8,nt,CA,337,228,337,228
2021,1,8,nu,CA,160,109,160,109
2021,1,8,nv,US,493108,164948,170441,114503
2021,1,8,ny,US,2251897,909879,971907,628417
2021,1,8,oh,US,2121743,738030,919474,564309
2021,1,8,ok,US,1037201,311585,415124,242898
2021,1,8,on,CA,180139,126113,180139,126113
2021,1,8,or,US,496703,198889,204535,141997
2021,1,8,pa,US,1725832,679391,777628,498022
2021,1,8,pe,CA,1254,815,1254,815
2021,1,8,pr,US,132087,49946,72916,43438
2021,1,8,qc,CA,89791,59580,89791,59580
2021,1,8,ri,US,112771,47278,52462,34309
2021,1,8,sc,US,1061216,356460,463507,280932
2021,1,8,sd,US,166948,53978,65840,39383
2021,1,8,sk,CA,22744,15632,22744,15632
2021,1,8,tn,US,1444832,484429,592061,366949
2021,1,8,tx,US,6226437,1903822,2402236,1435330
2021,1,8,ut,US,471618,163150,188655,117351
2021,1,8,va,US,1185104,441157,524549,335387
2021,1,8,vi,US,544,317,0,0
2021,1,8,vt,US,59264,24183,27962,17909
2021,1,8,wa,US,819454,332761,359440,253578
2021,1,8,wi,US,902457,330220,398402,250391
2021,1,8,wv,US,284613,106985,126642,80184
2021,1,8,wy,US,84633,28888,33210,20361
